Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Description
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_005407628.1,37525,37843,+,PF13698,Domain of unknown function (DUF4156)
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_005420782.1,37945,38962,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_088496702.1,39102,39993,+,PF00561,alpha/beta hydrolase fold
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_005407630.1,40501,40069,-,PF03692,Putative zinc- or iron-chelating domain
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_088496703.1,40605,42264,+,PF00501,AMP-binding enzyme
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_088496704.1,42260,43253,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_005407633.1,43334,43490,+,PF07043,Protein of unknown function (DUF1328)
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_088496712.1,44661,43566,-,PF07478,D-ala D-ala ligase C-terminus
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_088496705.1,45052,45688,+,PF02036,SCP-2 sterol transfer family
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_088496706.1,45684,47340,+,PF03109,ABC1 family
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_088496713.1,47345,47924,+,PF01596,O-methyltransferase
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_088496707.1,48009,48753,+,PF00849,RNA pseudouridylate synthase
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_005407643.1,48756,49182,+,,
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819554.1,225706,226870,+,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain"
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819555.1,227468,226988,-,PF00588,SpoU rRNA Methylase family
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819556.1,228015,227538,-,,
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819557.1,228419,231269,+,PF05193,Peptidase M16 inactive domain
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_025875855.1,231431,231749,+,PF13698,Domain of unknown function (DUF4156)
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_025875853.1,231851,232868,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819558.1,233009,233900,+,PF00561,alpha/beta hydrolase fold
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_004135417.1,234402,233976,-,PF03692,Putative zinc- or iron-chelating domain
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819559.1,234504,236163,+,PF00501,AMP-binding enzyme
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819560.1,236159,237146,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_025875842.1,237267,237423,+,PF07043,Protein of unknown function (DUF1328)
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819561.1,238620,237522,-,PF07478,D-ala D-ala ligase C-terminus
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819562.1,239056,239692,+,PF02036,SCP-2 sterol transfer family
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819563.1,239688,241344,+,PF03109,ABC1 family
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819564.1,242180,241394,-,,
WP_099819559.1,Stenotrophomonas maltophilia,NZ_PEJT01000004.1,WP_099819565.1,242791,242185,-,PF00132,Bacterial transferase hexapeptide (six repeats)
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_065033150.1,35080,36304,+,PF07690,Major Facilitator Superfamily
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_039517704.1,36940,36463,-,PF00588,SpoU rRNA Methylase family
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_102580139.1,37427,36965,-,,
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_016903993.1,37822,38143,+,PF13698,Domain of unknown function (DUF4156)
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_016903994.1,38244,39261,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_102580140.1,39462,40545,+,PF13784,Fic/DOC family N-terminal
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_047127811.1,40672,41575,+,PF00561,alpha/beta hydrolase fold
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_024939040.1,42103,41719,-,PF03692,Putative zinc- or iron-chelating domain
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_102580141.1,42415,44068,+,PF00501,AMP-binding enzyme
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_102580142.1,44082,45630,+,PF00486,"Transcriptional regulatory protein, C terminal"
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_102580143.1,47187,46005,-,PF00144,Beta-lactamase
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_024939036.1,47385,48396,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_003468167.1,48460,48619,+,PF07043,Protein of unknown function (DUF1328)
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_102580144.1,49219,48736,-,PF00583,Acetyltransferase (GNAT) family
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,NP_635617.2,49272,49578,+,,
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_046345336.1,49771,50416,+,PF02036,SCP-2 sterol transfer family
WP_102580141.1,Xanthomonas arboricola pv. fragariae,NZ_OEQD01000003.1,WP_102580145.1,50412,52086,+,PF03109,ABC1 family
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068854495.1,382264,383428,+,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain"
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848324.1,383904,383424,-,PF00588,SpoU rRNA Methylase family
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848326.1,384433,383962,-,,
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848328.1,384839,387683,+,PF05193,Peptidase M16 inactive domain
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848330.1,387951,388269,+,PF13698,Domain of unknown function (DUF4156)
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848332.1,388382,389399,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848334.1,389614,390502,+,PF00561,alpha/beta hydrolase fold
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848335.1,390912,390534,-,PF03692,Putative zinc- or iron-chelating domain
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848337.1,391017,392673,+,PF00501,AMP-binding enzyme
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848338.1,392669,393680,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068854496.1,393741,393897,+,PF07043,Protein of unknown function (DUF1328)
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848341.1,395099,393995,-,PF07478,D-ala D-ala ligase C-terminus
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848343.1,395229,395871,+,PF02036,SCP-2 sterol transfer family
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848346.1,395867,397526,+,PF03109,ABC1 family
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068854497.1,397537,398260,+,PF00849,RNA pseudouridylate synthase
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848348.1,398861,398303,-,PF09832,Uncharacterized protein conserved in bacteria (DUF2059)
WP_068848337.1,Stenotrophomonas rhizophila,NZ_CP016294.1,WP_068848350.1,399050,399482,+,PF00472,RF-1 domain
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_102583099.1,35123,36347,+,PF07690,Major Facilitator Superfamily
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_039517704.1,36983,36506,-,PF00588,SpoU rRNA Methylase family
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_039511132.1,37470,37008,-,,
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_016903993.1,37866,38187,+,PF13698,Domain of unknown function (DUF4156)
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_016903994.1,38288,39305,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_102583100.1,39377,40532,+,PF13784,Fic/DOC family N-terminal
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_102583101.1,40680,41583,+,PF00561,alpha/beta hydrolase fold
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_039529059.1,42112,41728,-,PF03692,Putative zinc- or iron-chelating domain
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_102583102.1,42424,44077,+,PF00501,AMP-binding enzyme
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_102583103.1,44091,45639,+,PF00486,"Transcriptional regulatory protein, C terminal"
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_054592051.1,46985,46013,-,PF00144,Beta-lactamase
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_102583104.1,47393,48404,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_003468167.1,48468,48627,+,PF07043,Protein of unknown function (DUF1328)
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_039517688.1,49227,48744,-,PF00583,Acetyltransferase (GNAT) family
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_102583105.1,50330,49223,-,PF07478,D-ala D-ala ligase C-terminus
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_046345336.1,50523,51168,+,PF02036,SCP-2 sterol transfer family
WP_102583102.1,Xanthomonas arboricola pv. fragariae,NZ_OEQE01000004.1,WP_024939032.1,51164,52838,+,PF03109,ABC1 family
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017911444.1,5089,4801,-,,
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_043090304.1,6183,5451,-,PF00849,RNA pseudouridylate synthase
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017911446.1,7010,6392,-,PF01596,O-methyltransferase
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017911447.1,8653,6994,-,PF03109,ABC1 family
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017911448.1,9291,8649,-,PF02036,SCP-2 sterol transfer family
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017911449.1,11269,9370,-,PF00326,Prolyl oligopeptidase family
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_003468167.1,11663,11504,-,PF07043,Protein of unknown function (DUF1328)
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017911450.1,12737,11726,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_043090305.1,14499,12837,-,PF00501,AMP-binding enzyme
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017911452.1,14644,15019,+,PF03692,Putative zinc- or iron-chelating domain
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017911453.1,15676,15196,-,,
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017911454.1,16817,15911,-,PF00561,alpha/beta hydrolase fold
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017911455.1,17970,16902,-,PF13784,Fic/DOC family N-terminal
WP_043090305.1,Xanthomonas sp. SHU166,NZ_AQOJ01000038.1,WP_017907736.1,19210,18193,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_005407643.1,160505,160625,+,,
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_099786262.1,161447,160709,-,PF00849,RNA pseudouridylate synthase
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_099786372.1,162181,161593,-,PF01596,O-methyltransferase
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_099786263.1,163833,162177,-,PF03109,ABC1 family
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_025875838.1,164465,163829,-,PF02036,SCP-2 sterol transfer family
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_099786264.1,164869,165967,+,PF07478,D-ala D-ala ligase C-terminus
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_025875842.1,166208,166052,-,PF07043,Protein of unknown function (DUF1328)
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_025875844.1,167316,166329,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_099786265.1,168971,167312,-,PF00501,AMP-binding enzyme
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_025875849.1,169073,169499,+,PF03692,Putative zinc- or iron-chelating domain
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_099786266.1,170463,169572,-,PF00561,alpha/beta hydrolase fold
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_025875853.1,171605,170588,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_025875855.1,172025,171707,-,PF13698,Domain of unknown function (DUF4156)
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_099786267.1,175070,172220,-,PF05193,Peptidase M16 inactive domain
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_099786268.1,175475,175952,+,,
WP_099786265.1,Stenotrophomonas sp. LMG 29892,NZ_PEJU01000002.1,WP_025875861.1,176022,176502,+,PF00588,SpoU rRNA Methylase family
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_068854495.1,277776,278940,+,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain"
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_095362500.1,279416,278936,-,PF00588,SpoU rRNA Methylase family
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_095362501.1,279945,279474,-,,
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_095362502.1,280351,283195,+,PF05193,Peptidase M16 inactive domain
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_093535545.1,283323,283641,+,PF13698,Domain of unknown function (DUF4156)
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_068848332.1,283754,284771,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_095362503.1,284851,285742,+,PF00561,alpha/beta hydrolase fold
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_068848335.1,286152,285774,-,PF03692,Putative zinc- or iron-chelating domain
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_095362504.1,286257,287913,+,PF00501,AMP-binding enzyme
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_095362505.1,287909,288920,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_068854496.1,288981,289137,+,PF07043,Protein of unknown function (DUF1328)
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_095362506.1,290339,289235,-,PF07478,D-ala D-ala ligase C-terminus
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_095362507.1,290469,291111,+,PF02036,SCP-2 sterol transfer family
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_068848346.1,291107,292766,+,PF03109,ABC1 family
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_095362642.1,292777,293500,+,PF00849,RNA pseudouridylate synthase
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_068848348.1,294101,293543,-,PF09832,Uncharacterized protein conserved in bacteria (DUF2059)
WP_095362504.1,Stenotrophomonas rhizophila,NZ_NCWX01000001.1,WP_095362508.1,294291,294723,+,PF00472,RF-1 domain
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909534.1,39485,39887,+,PF07238,PilZ domain
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909535.1,41323,39928,-,PF00749,"tRNA synthetases class I (E and Q), catalytic domain"
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909536.1,42207,41403,-,PF01875,Memo-like protein
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909537.1,43033,42217,-,PF01925,Sulfite exporter TauE/SafE
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909538.1,44019,43224,-,PF00263,Bacterial type II and III secretion system protein
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_084092173.1,45399,44022,-,PF07995,Glucose / Sorbosone dehydrogenase
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909539.1,46149,45477,-,PF01648,4'-phosphopantetheinyl transferase superfamily
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909540.1,47142,46152,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909541.1,48794,47138,-,PF00501,AMP-binding enzyme
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909542.1,49702,48790,-,PF00561,alpha/beta hydrolase fold
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909543.1,50745,49701,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909544.1,57831,50904,-,PF00109,"Beta-ketoacyl synthase, N-terminal domain"
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909545.1,64913,57833,-,PF00109,"Beta-ketoacyl synthase, N-terminal domain"
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_084092175.1,66505,64909,-,PF03060,Nitronate monooxygenase
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_084092177.1,67729,66877,-,PF02621,Menaquinone biosynthesis
WP_072909541.1,Malonomonas rubra DSM 5091,NZ_FQZT01000013.1,WP_072909546.1,69132,67794,-,PF02786,"Carbamoyl-phosphate synthase L chain, ATP binding domain"
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161894.1,3146709,3148428,+,PF04389,Peptidase family M28
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161895.1,3148540,3148939,+,PF01124,MAPEG family
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161896.1,3149660,3148949,-,PF00849,RNA pseudouridylate synthase
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_043290744.1,3151174,3149797,-,PF03349,Outer membrane protein transport protein (OMPP1/FadL/TodX)
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_043291444.1,3153257,3151598,-,PF03109,ABC1 family
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161899.1,3153925,3153277,-,PF02036,SCP-2 sterol transfer family
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161900.1,3154270,3154114,-,PF07043,Protein of unknown function (DUF1328)
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161901.1,3155345,3154346,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161902.1,3156988,3155341,-,PF00501,AMP-binding enzyme
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161903.1,3157108,3157462,+,PF03692,Putative zinc- or iron-chelating domain
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161904.1,3158049,3157458,-,,
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161905.1,3159203,3158048,-,PF13304,"AAA domain, putative AbiEii toxin, Type IV TA system"
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161906.1,3160202,3159272,-,PF00561,alpha/beta hydrolase fold
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_014161907.1,3163594,3160198,-,PF04480,Protein of unknown function (DUF559)
WP_014161902.1,Pseudoxanthomonas spadix BD-a59,NC_016147.2,WP_043291448.1,3164669,3163607,-,PF13784,Fic/DOC family N-terminal
