query accession,genus/species,nucleotide acc,protein acc,fxn,dir,min,max,PfamID1,description,E-value1,PfamID2,description,E-value2,PfamID3,description,E-value3,custom hmm,custom hmm E-value,custom hmm2,custom hmm2 E-value
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260935.1,,rev,21383,22213,PF00106,adh_short  short chain dehydrogenase,5.60E-46,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,3.00E-33,PF08659,KR  KR domain,1.40E-10,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260937.1,,rev,22246,23817,PF00171,Aldedh  Aldehyde dehydrogenase family,4.70E-136,,,,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260939.1,,fwd,23966,24637,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,1.40E-09,PF13384,HTH_23  Homeodomain-like domain,0.00059,PF02796,HTH_7  Helix-turn-helix domain of resolvase,0.0024,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_081869150.1,,rev,24707,25585,PF00970,FAD_binding_6  Oxidoreductase FAD-binding domain,2.30E-07,PF00175,NAD_binding_1  Oxidoreductase NAD-binding domain,0.0013,PF08030,NAD_binding_6  Ferric reductase NAD binding domain,0.0018,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260940.1,,fwd,25700,26365,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,4.80E-06,,,,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260942.1,,fwd,26856,27905,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.10E-11,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.30E-08,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260944.1,,fwd,27914,28828,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.60E-06,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.00027,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.031,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260945.1,,fwd,28825,30498,PF00501,AMP-binding  AMP-binding enzyme,2.00E-60,,,,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260947.1,,fwd,30495,30761,NO PFAM MATCH,,,,,,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260949.1,D,fwd,30758,31807,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.10E-39,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,3.20E-29,PF07993,NAD_binding_4  Male sterility protein,1.60E-20,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260951.1,,fwd,31839,33038,NO PFAM MATCH,,,,,,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260953.1,MMPL,fwd,33035,35149,PF03176,MMPL  MMPL family,1.20E-68,,,,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_081869151.1,,fwd,35233,35433,NO PFAM MATCH,,,,,,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042261021.1,,rev,35450,36478,PF07992,Pyr_redox_2  Pyridine nucleotide-disulphide oxidoreductase,2.70E-16,PF03486,HI0933_like  HI0933-like protein,9.50E-07,PF00890,FAD_binding_2  FAD binding domain,2.80E-06,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260955.1,,fwd,36715,37464,PF01909,NTP_transf_2  Nucleotidyltransferase domain,1.60E-06,,,,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260957.1,,fwd,37671,38711,PF00487,FA_desaturase  Fatty acid desaturase,2.90E-39,PF06738,ThrE  Putative threonine/serine exporter,0.064,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042260959.1,,fwd,38832,39830,NO PFAM MATCH,,,,,,,,,,,,
WP_042260945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042261024.1,,fwd,39967,40989,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,3.40E-23,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.40E-14,PF13460,NAD_binding_10  NAD(P)H-binding,1.10E-12,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254826.1,,fwd,58302,58709,PF01042,Ribonuc_L-PSP  Endoribonuclease L-PSP,5.70E-15,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254827.1,,fwd,58766,59413,PF03551,PadR  Transcriptional regulator PadR-like family,3.40E-14,PF10400,Vir_act_alpha_C  Virulence activator alpha C-term,3.70E-12,PF14557,AphA_like  Putative AphA-like transcriptional regulator,0.01,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254828.1,,rev,59357,60739,PF03055,RPE65  Retinal pigment epithelial membrane protein,4.80E-90,PF13365,Trypsin_2  Trypsin-like peptidase domain,0.099,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_081868713.1,,rev,61287,61760,PF02467,Whib  Transcription factor WhiB,2.30E-10,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063602706.1,,rev,61607,62314,PF07681,DoxX  DoxX,2.30E-11,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254829.1,,fwd,62516,62914,NO PFAM MATCH,,,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254831.1,MMPL,rev,62915,65050,PF03176,MMPL  MMPL family,1.60E-66,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254833.1,,rev,65047,66240,NO PFAM MATCH,,,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254834.1,D,rev,66262,67302,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,5.40E-40,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,9.30E-30,PF13460,NAD_binding_10  NAD(P)H-binding,1.00E-20,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254835.1,,rev,67299,67568,PF10954,DUF2755  Protein of unknown function (DUF2755),0.076,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254836.1,,rev,67565,69244,PF00501,AMP-binding  AMP-binding enzyme,3.20E-57,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254837.1,,rev,69241,70149,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,0.00017,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.00017,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.016,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254838.1,,rev,70160,71209,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,9.40E-11,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.50E-09,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254839.1,,rev,71532,72152,PF03861,ANTAR  ANTAR domain,3.10E-15,PF08447,PAS_3  PAS fold,4.60E-10,PF08448,PAS_4  PAS fold,1.40E-05,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_081868707.1,,rev,72641,74131,PF03816,LytR_cpsA_psr  Cell envelope-related transcriptional attenuator domain,7.30E-38,PF13399,LytR_C  LytR cell envelope-related transcriptional attenuator,7.10E-12,PF06956,RtcR  Regulator of RNA terminal phosphate cyclase,0.014,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254840.1,,fwd,74682,75419,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,0.00021,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254841.1,,fwd,75431,76084,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,0.00025,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254842.1,,fwd,76279,77541,PF03583,LIP  Secretory lipase,1.40E-47,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254843.1,,fwd,77710,78039,NO PFAM MATCH,,,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_042254845.1,,fwd,78036,78791,PF16083,Phage_holin_3_3  LydA holin phage  holin superfamily III,0.84,,,,,,,,,,
WP_042254836.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_052382845.1,,rev,78833,79780,PF01674,Lipase_2  Lipase (class 2),1.70E-15,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,1.40E-07,PF00561,Abhydrolase_1  alpha/beta hydrolase fold,4.30E-07,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983048.1,B,rev,148612,149493,PF00561,Abhydrolase_1  alpha/beta hydrolase fold,3.00E-23,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,4.80E-19,PF12146,Hydrolase_4  Serine aminopeptidase  S33,8.30E-11,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983697.1,,rev,149490,150110,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,1.10E-10,,,,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983699.1,,rev,151612,151971,PF14534,DUF4440  Domain of unknown function (DUF4440),7.30E-12,PF11533,DUF3225  Protein of unknown function (DUF3225),0.00015,PF13474,SnoaL_3  SnoaL-like domain,0.002,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983050.1,,fwd,152166,152849,PF13428,TPR_14  Tetratricopeptide repeat,0.015,PF00903,Glyoxalase  Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,0.029,PF13424,TPR_12  Tetratricopeptide repeat,0.062,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983051.1,,fwd,152924,153325,PF00903,Glyoxalase  Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,0.001,PF12681,Glyoxalase_2  Glyoxalase-like domain,0.13,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983058.1,,rev,153407,155212,PF14863,Alkyl_sulf_dimr  Alkyl sulfatase dimerisation,3.20E-56,PF00753,Lactamase_B  Metallo-beta-lactamase superfamily,1.10E-33,PF14864,Alkyl_sulf_C  Alkyl sulfatase C-terminal,3.50E-33,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983060.1,,fwd,155574,156254,PF13563,2_5_RNA_ligase2  2'-5' RNA ligase superfamily,0.00099,,,,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983062.1,MMPL,rev,156390,158471,PF03176,MMPL  MMPL family,9.70E-64,,,,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983064.1,,rev,158468,159664,NO PFAM MATCH,,,,,,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983065.1,D,rev,159681,160724,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,2.00E-40,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,8.30E-29,PF13460,NAD_binding_10  NAD(P)H-binding,1.10E-21,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983067.1,,rev,160721,162367,PF00501,AMP-binding  AMP-binding enzyme,3.40E-64,PF13380,CoA_binding_2  CoA binding domain,0.085,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983068.1,,rev,162364,163260,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,6.70E-06,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.00012,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983070.1,,rev,163269,164318,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.60E-09,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,4.10E-09,PF00108,Thiolase_N  Thiolase  N-terminal domain,0.014,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983076.1,,fwd,164943,165371,PF05610,DUF779  Protein of unknown function (DUF779),4.60E-12,,,,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983078.1,,rev,165384,166766,NO PFAM MATCH,,,,,,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983700.1,,rev,166780,167598,PF01061,ABC2_membrane  ABC-2 type transporter,3.80E-26,PF12698,ABC2_membrane_3  ABC-2 family transporter protein,7.30E-10,PF10161,DDDD  Putative mitochondrial precursor protein,0.44,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983081.1,,rev,167622,168575,PF00005,ABC_tran  ABC transporter,2.70E-26,PF13304,AAA_21  AAA domain  putative AbiEii toxin  Type IV TA system,2.70E-12,PF13732,DUF4162  Domain of unknown function (DUF4162),4.60E-07,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983082.1,,rev,168572,169828,PF03033,Glyco_transf_28  Glycosyltransferase family 28 N-terminal domain,4.00E-06,PF04101,Glyco_tran_28_C  Glycosyltransferase family 28 C-terminal domain,0.013,PF00201,UDPGT  UDP-glucoronosyl and UDP-glucosyl transferase,0.071,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983084.1,,rev,169831,171255,PF00668,Condensation  Condensation domain,5.80E-14,,,,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084458521.1,,rev,171449,172132,PF09335,SNARE_assoc  SNARE associated Golgi protein,5.20E-20,,,,,,,,,,
WP_067983067.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067983087.1,,fwd,172279,174150,PF01642,MM_CoA_mutase  Methylmalonyl-CoA mutase,2.10E-133,PF00702,Hydrolase  haloacid dehalogenase-like hydrolase,0.76,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778761.1,,rev,1435,1893,PF01047,MarR  MarR family,1.20E-18,PF12802,MarR_2  MarR family,1.50E-12,PF13412,HTH_24  Winged helix-turn-helix DNA-binding,5.50E-09,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778762.1,,fwd,1981,2892,PF00296,Bac_luciferase  Luciferase-like monooxygenase,2.30E-41,,,,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778763.1,,rev,2896,3945,PF02492,cobW  CobW/HypB/UreG  nucleotide-binding domain,2.30E-44,PF07683,CobW_C  Cobalamin synthesis protein cobW C-terminal domain,1.80E-16,PF03193,DUF258  Protein of unknown function  DUF258,0.00011,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778764.1,,rev,4022,5455,PF01520,Amidase_3  N-acetylmuramoyl-L-alanine amidase,6.60E-32,,,,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778766.1,,fwd,6181,6585,NO PFAM MATCH,,,,,,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_086006909.1,,fwd,6706,7803,PF01087,GalP_UDP_transf  Galactose-1-phosphate uridyl transferase  N-terminal domain,9.20E-39,PF02744,GalP_UDP_tr_C  Galactose-1-phosphate uridyl transferase  C-terminal domain,2.50E-14,PF16285,DUF4931  Domain of unknown function (DUF4931),0.079,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083903958.1,,fwd,7800,8906,PF10509,GalKase_gal_bdg  Galactokinase galactose-binding signature,1.40E-16,PF00288,GHMP_kinases_N  GHMP kinases N terminal domain,4.40E-12,PF08544,GHMP_kinases_C  GHMP kinases C terminal,9.40E-12,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778767.1,,fwd,8940,9689,PF00106,adh_short  short chain dehydrogenase,2.60E-38,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,1.30E-29,PF08659,KR  KR domain,5.10E-14,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778768.1,,fwd,10019,11068,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,7.60E-12,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.40E-09,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778770.1,,fwd,11079,11984,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,7.80E-06,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3.00E-05,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.053,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778772.1,,fwd,11981,13651,PF00501,AMP-binding  AMP-binding enzyme,1.50E-61,,,,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083903962.1,,fwd,13669,13941,NO PFAM MATCH,,,,,,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083903960.1,D,fwd,13938,14978,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.20E-37,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,2.60E-27,PF13460,NAD_binding_10  NAD(P)H-binding,4.10E-21,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778773.1,,fwd,14998,16191,NO PFAM MATCH,,,,,,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063821268.1,MMPL,fwd,16188,18332,PF03176,MMPL  MMPL family,6.30E-66,PF15915,BAT  GAF and HTH_10 associated domain,0.01,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_036505766.1,,fwd,18329,18730,PF03061,4HBT  Thioesterase superfamily,4.30E-16,PF13622,4HBT_3  Thioesterase-like superfamily,0.00049,PF14539,DUF4442  Domain of unknown function (DUF4442),0.00076,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778774.1,,rev,18743,19675,PF00107,ADH_zinc_N  Zinc-binding dehydrogenase,1.10E-13,PF13602,ADH_zinc_N_2  Zinc-binding dehydrogenase,2.50E-06,PF08240,ADH_N  Alcohol dehydrogenase GroES-like domain,0.0027,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778776.1,,fwd,19839,20462,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,7.70E-15,PF13022,HTH_Tnp_1_2  Helix-turn-helix of insertion element transposase,0.077,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778777.1,,rev,20454,21317,PF00296,Bac_luciferase  Luciferase-like monooxygenase,3.30E-49,,,,,,,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778779.1,,rev,21437,22285,PF13460,NAD_binding_10  NAD(P)H-binding,2.70E-26,PF05368,NmrA  NmrA-like family,1.50E-19,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,5.00E-06,,,,
WP_039778772.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778780.1,,fwd,22555,23145,PF03729,DUF308  Short repeat of unknown function (DUF308),4.60E-25,PF04156,IncA  IncA protein,0.03,PF03694,Erg28  Erg28 like protein,0.042,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812887.1,,rev,11989,13116,PF06737,Transglycosylas  Transglycosylase-like domain,6.70E-35,PF03990,DUF348  Domain of unknown function (DUF348),3.10E-18,PF07501,G5  G5 domain,2.40E-15,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812668.1,,rev,13327,14154,PF01026,TatD_DNase  TatD related DNase,2.00E-66,PF01261,AP_endonuc_2  Xylose isomerase-like TIM barrel,0.00046,PF04909,Amidohydro_2  Amidohydrolase,0.14,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812670.1,,fwd,14243,15802,PF09334,tRNA-synt_1g  tRNA synthetases class I (M),1.00E-111,PF00133,tRNA-synt_1  tRNA synthetases class I (I  L  M and V),2.10E-33,PF01406,tRNA-synt_1e  tRNA synthetases class I (C) catalytic domain,1.00E-14,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812672.1,,rev,16078,16884,PF13560,HTH_31  Helix-turn-helix domain,3.50E-13,PF01381,HTH_3  Helix-turn-helix,8.90E-09,PF12844,HTH_19  Helix-turn-helix domain,5.50E-06,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812673.1,,rev,16884,17711,PF13560,HTH_31  Helix-turn-helix domain,1.80E-10,PF01381,HTH_3  Helix-turn-helix,6.00E-09,PF12844,HTH_19  Helix-turn-helix domain,6.50E-07,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812675.1,,rev,17719,18537,PF13560,HTH_31  Helix-turn-helix domain,4.40E-10,PF01381,HTH_3  Helix-turn-helix,6.00E-09,PF12844,HTH_19  Helix-turn-helix domain,0.0008,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083913813.1,,fwd,18684,19352,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,4.10E-12,,,,,,,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812677.1,,fwd,19461,20105,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,1.70E-13,PF13022,HTH_Tnp_1_2  Helix-turn-helix of insertion element transposase,0.03,,,,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812679.1,,fwd,20494,21546,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.30E-10,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,8.30E-09,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,5.70E-05,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812681.1,,fwd,21558,22487,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,4.00E-08,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,2.80E-05,,,,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083913831.1,,fwd,22532,24301,PF00501,AMP-binding  AMP-binding enzyme,9.40E-56,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,0.0033,,,,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812684.1,,fwd,24298,24567,NO PFAM MATCH,,,,,,,,,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812687.1,D,fwd,24584,25624,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.60E-42,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,6.50E-33,PF13460,NAD_binding_10  NAD(P)H-binding,3.40E-23,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812688.1,,fwd,25659,26843,NO PFAM MATCH,,,,,,,,,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812891.1,MMPL,fwd,27079,29217,PF03176,MMPL  MMPL family,2.20E-71,,,,,,,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812690.1,,rev,29163,29972,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,5.00E-13,PF00561,Abhydrolase_1  alpha/beta hydrolase fold,2.20E-08,PF12146,Hydrolase_4  Serine aminopeptidase  S33,2.60E-05,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083913814.1,,rev,29972,30625,PF01872,RibD_C  RibD C-terminal domain,1.50E-19,PF08265,YL1_C  YL1 nuclear protein C-terminal domain,0.092,,,,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083913815.1,,fwd,30611,31792,PF07859,Abhydrolase_3  alpha/beta hydrolase fold,2.90E-45,PF00126,HTH_1  Bacterial regulatory helix-turn-helix protein  lysR family,1.50E-22,PF10340,Say1_Mug180  Steryl acetyl hydrolase,8.50E-06,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051179411.1,,rev,31993,33237,PF00067,p450  Cytochrome P450,1.10E-30,,,,,,,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083913816.1,,fwd,33236,34177,PF13560,HTH_31  Helix-turn-helix domain,4.90E-09,PF01381,HTH_3  Helix-turn-helix,0.0046,PF13413,HTH_25  Helix-turn-helix domain,0.01,,,,
WP_083913831.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040812698.1,,rev,34141,34995,PF00590,TP_methylase  Tetrapyrrole (Corrin/Porphyrin) Methylases,3.70E-26,PF04909,Amidohydro_2  Amidohydrolase,0.092,,,,,,,
WP_051178776.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040809640.1,,rev,45303,46049,PF14283,DUF4366  Domain of unknown function (DUF4366),0.02,PF12200,DUF3597  Domain of unknown function (DUF3597),8.8,,,,,,,
