query,genus_species,nucleotide_acc,protein_acc,start,end,dir,pfam_id1,description,e_value1,pfam_id2,description_1,e_value2,pfam_id3,description_2,e_value3,x17,x18,x19,x20,x21,x22
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934123.1,13063,12448,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_078847933.1,16209,13128,-,PF03704,Bacterial transcriptional activator domain,7.4e-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934125.1,16607,16073,-,PF01453,D-mannose binding lectin,1.8e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934126.1,17967,16833,-,PF01494,FAD binding domain,9.3e-17,PF13450,NAD(P)-binding Rossmann-like domain,1.8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934127.1,18109,18781,+,PF00440,"Bacterial regulatory proteins, tetR family",8.7e-8,PF02909,"Tetracyclin repressor, C-terminal all-alpha domain",2.9e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_052706055.1,19223,19007,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934128.1,19763,19367,-,PF07883,Cupin domain,1.9e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515715.1,167087,166610,-,PF01799,[2Fe-2S] binding domain,8.6e-31,PF00111,2Fe-2S iron-sulfur cluster binding domain,1.8e-7,PF13085,2Fe-2S iron-sulfur cluster binding domain,4.4e-4,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515717.1,167965,167077,-,PF00941,FAD binding domain in molybdopterin dehydrogenase,1.5e-45,PF03450,CO dehydrogenase flavoprotein C-terminal domain,3.5e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515720.1,168249,169902,+,PF07905,Purine catabolism regulatory protein-like family,5.3e-28,PF13556,PucR C-terminal helix-turn-helix domain,1.8e-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_043180553.1,170109,170856,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515724.1,172152,171252,-,PF01370,NAD dependent epimerase/dehydratase family,2e-22,PF04321,RmlD substrate binding domain,5.9e-12,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family,1.9e-11,PF07993,Male sterility protein,2.7e-7,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515725.1,173231,172148,-,PF00067,Cytochrome P450,5e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515727.1,175118,173651,-,PF00501,AMP-binding enzyme,1.9e-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_078862123.1,176179,175447,-,PF00535,Glycosyl transferase family 2,3.2e-21,PF13641,Glycosyltransferase like family 2,2.1e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_078862111.1,177270,176184,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.9e-16,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,9.2e-16,PF00108,"Thiolase, N-terminal domain",4.6e-6,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515734.1,179083,177388,-,PF00069,Protein kinase domain,1.3e-22,PF07714,Protein tyrosine kinase,3.4e-11,PF01636,Phosphotransferase enzyme family,3.3e-9,PF08305,NPCBM/NEW2 domain,1.4e-8,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_078862124.1,179983,179320,-,PF07729,FCD domain,2.7e-16,PF00392,"Bacterial regulatory proteins, gntR family",1.3e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515738.1,180146,180962,+,PF11575,FhuF 2Fe-2S C-terminal domain,2.5e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515740.1,181152,182238,+,PF10935,Protein of unknown function (DUF2637),1.7e-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515742.1,182407,183154,+,PF13561,Enoyl-(Acyl carrier protein) reductase,9.4e-60,PF00106,short chain dehydrogenase,2.6e-49,PF08659,KR domain,3.6e-11,PF01370,NAD dependent epimerase/dehydratase family,1e-5,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_078862125.1,183762,183171,-,PF13581,Histidine kinase-like ATPase domain,1.6e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_031515748.1,188540,186797,-,PF02776,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",4.4e-43,PF02775,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",1.3e-41,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078862111.1,Streptomyces sp. NRRL F-5123,NZ_JOHY01000009.1,WP_078862112.1,188508,188916,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_084195635.1,22899,24939,+,PF01345,Domain of unknown function DUF11,8.9e-23,PF07705,CARDB,5.8e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917069.1,25613,25052,-,PF01345,Domain of unknown function DUF11,8.1e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917072.1,27115,25732,-,PF03816,Cell envelope-related transcriptional attenuator domain,8.3e-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917074.1,27366,28245,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917077.1,29117,28199,-,PF01370,NAD dependent epimerase/dehydratase family,7.3e-21,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family,2.6e-13,PF04321,RmlD substrate binding domain,2.6e-12,PF07993,Male sterility protein,9.6e-11,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_084195653.1,30654,29172,-,PF00501,AMP-binding enzyme,2.4e-50,PF13193,AMP-binding enzyme C-terminal domain,1.2e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917083.1,31796,30674,-,PF00067,Cytochrome P450,1.5e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917086.1,32524,31792,-,PF00535,Glycosyl transferase family 2,7.2e-24,PF13641,Glycosyltransferase like family 2,3.6e-13,PF13704,Glycosyl transferase family 2,2.1e-6,PF10111,Glycosyltransferase like family 2,7e-4,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917091.1,33483,32523,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3.1e-14,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,5.3e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_037971229.1,33639,35079,+,PF00083,Sugar (and other) transporter,1.5e-43,PF07690,Major Facilitator Superfamily,1.4e-32,PF12832,MFS_1 like family,1.2e-4,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917097.1,35169,35550,+,PF01022,"Bacterial regulatory protein, arsR family",6.5e-15,PF12840,Helix-turn-helix domain,3.7e-9,PF01978,Sugar-specific transcriptional regulator TrmB,4.2e-6,PF12802,MarR family,2.4e-4,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917100.1,35675,37085,+,PF13416,Bacterial extracellular solute-binding protein,2e-17,PF01547,Bacterial extracellular solute-binding protein,1.4e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917103.1,38066,37070,-,PF12833,Helix-turn-helix domain,3.4e-20,PF01965,DJ-1/PfpI family,1.3e-15,PF00165,"Bacterial regulatory helix-turn-helix proteins, AraC family",9.3e-14,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_084195636.1,39697,38128,-,PF03816,Cell envelope-related transcriptional attenuator domain,1.6e-48,PF13399,LytR cell envelope-related transcriptional attenuator,1.2e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917109.1,39703,40216,+,PF00583,Acetyltransferase (GNAT) family,4.1e-9,PF13673,Acetyltransferase (GNAT) domain,6e-8,PF13508,Acetyltransferase (GNAT) domain,1.6e-6,NA,NA,NA,NA,NA,NA
WP_030917091.1,Streptosporangium amethystogenes,NZ_JOEQ01000019.1,WP_030917112.1,40327,42079,+,PF00005,ABC transporter,2.7e-35,PF00664,ABC transporter transmembrane region,3e-21,PF02463,RecF/RecN/SMC N terminal domain,2e-5,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754002.1,1846706,1845902,-,PF13847,Methyltransferase domain,7e-24,PF13649,Methyltransferase domain,5.8e-21,PF08241,Methyltransferase domain,1.2e-20,PF13489,Methyltransferase domain,1.3e-15,PF01209,ubiE/COQ5 methyltransferase family,1.6e-14
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754005.1,1847933,1846832,-,PF13407,Periplasmic binding protein domain,7.2e-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754008.1,1849328,1848029,-,PF02653,Branched-chain amino acid transport system / permease component,9.6e-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754732.1,1850929,1849387,-,PF00005,ABC transporter,3.9e-48,PF13304,"AAA domain, putative AbiEii toxin, Type IV TA system",5.2e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754011.1,1851371,1853150,+,PF00587,"tRNA synthetase class II core domain (G, H, P, S and T)",5.1e-40,PF04073,Aminoacyl-tRNA editing domain,2.3e-25,PF03129,Anticodon binding domain,5.9e-16,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754015.1,1853146,1853896,+,PF13419,Haloacid dehalogenase-like hydrolase,1.9e-13,PF00702,haloacid dehalogenase-like hydrolase,6e-9,PF13242,HAD-hyrolase-like,1.5e-8,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754018.1,1853892,1854675,+,PF01925,Sulfite exporter TauE/SafE,1e-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754020.1,1856055,1854729,-,PF00067,Cytochrome P450,3.5e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754024.1,1856125,1857148,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,2.6e-16,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,2e-11,PF00108,"Thiolase, N-terminal domain",1.9e-6,PF00195,"Chalcone and stilbene synthases, N-terminal domain",7.1e-5,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754027.1,1857141,1857936,+,PF00535,Glycosyl transferase family 2,3.4e-21,PF13641,Glycosyltransferase like family 2,9.6e-13,PF10111,Glycosyltransferase like family 2,2.8e-4,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754734.1,1857947,1859147,+,PF00067,Cytochrome P450,1.7e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754030.1,1859143,1860709,+,PF00501,AMP-binding enzyme,4e-45,PF13193,AMP-binding enzyme C-terminal domain,1.9e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_082588546.1,1860705,1861668,+,PF01370,NAD dependent epimerase/dehydratase family,6.3e-21,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family,2.9e-11,PF04321,RmlD substrate binding domain,8.5e-9,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754737.1,1861757,1863140,+,PF01794,Ferric reductase like transmembrane component,7.8e-14,PF00175,Oxidoreductase NAD-binding domain,4.4e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754035.1,1863208,1863781,+,PF04205,FMN-binding domain,3.1e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754039.1,1863815,1864610,+,PF02424,ApbE family,2e-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_056754024.1,Terrabacter sp. Root181,NZ_LMHU01000001.1,WP_056754042.1,1865051,1865462,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
